,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
446,Person search,2022-02-24T00:34:00+00:00,,,51.506876,-3.132707,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
447,Person search,2022-02-24T01:30:00+00:00,,,51.612895,-3.4094379999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
448,Person search,2022-02-24T02:00:00+00:00,,,51.494908,-3.13823,Male,,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
449,Person search,2022-02-24T02:00:00+00:00,,,51.494908,-3.13823,Male,,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
450,Person search,2022-02-24T02:35:00+00:00,,,51.484435999999995,-3.154387,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
451,Person search,2022-02-24T02:37:00+00:00,,,51.524511,-3.143581,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
452,Person search,2022-02-24T02:45:00+00:00,,,51.612895,-3.4094379999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
453,Person search,2022-02-24T03:16:00+00:00,,,51.481806,-3.156683,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
454,Person search,2022-02-24T03:45:00+00:00,,,51.478821999999994,-3.1737580000000003,Male,,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
455,Person search,2022-02-24T03:45:00+00:00,,,51.593571000000004,-3.328528,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
456,Person search,2022-02-24T03:45:00+00:00,,,51.478821999999994,-3.1737580000000003,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
457,Person search,2022-02-24T03:56:00+00:00,,,51.478821999999994,-3.1737580000000003,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
458,Person search,2022-02-24T05:10:00+00:00,,,51.494908,-3.13823,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
459,Person search,2022-02-24T12:38:00+00:00,,,51.618266999999996,-3.9348669999999997,Male,,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
460,Person search,2022-02-24T12:44:00+00:00,,,51.618266999999996,-3.9348669999999997,,,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
461,Person search,2022-02-24T12:55:00+00:00,,,51.619089,-3.935769,Male,,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
462,Person search,2022-02-24T13:15:00+00:00,,,51.624318,-3.4091709999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
463,Person search,2022-02-24T13:29:12+00:00,,,51.489957000000004,-3.178811,Male,,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
464,Person search,2022-02-24T14:24:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
465,Person search,2022-02-24T14:48:00+00:00,,,51.485538,-3.181045,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
466,Person search,2022-02-24T14:50:00+00:00,,,51.477082,-3.243062,Male,,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
467,Person search,2022-02-24T15:45:00+00:00,,,51.483651,-3.172859,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
468,Person search,2022-02-24T15:50:00+00:00,,,51.508139,-3.578789,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
469,Person search,2022-02-24T16:03:00+00:00,,,51.639441,-3.943761,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
470,Person search,2022-02-24T16:15:00+00:00,,,51.643938,-3.949157,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
471,Person search,2022-02-24T16:23:00+00:00,,,51.508557,-3.5764400000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
472,Person search,2022-02-24T16:25:00+00:00,,,51.508557,-3.5764400000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
473,Person search,2022-02-24T16:28:00+00:00,,,51.508557,-3.5764400000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
474,Person search,2022-02-24T16:30:00+00:00,,,51.508557,-3.5764400000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
475,Person search,2022-02-24T16:30:00+00:00,,,51.508557,-3.5764400000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
476,Person search,2022-02-24T19:15:00+00:00,,,51.486657,-3.231267,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
477,Person search,2022-02-24T20:40:00+00:00,,,51.481769,-3.204997,Male,,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,
478,Person search,2022-02-24T21:25:00+00:00,,,51.517427000000005,-3.201917,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
479,Person search,2022-02-24T21:30:00+00:00,,,51.5098,-3.2002610000000002,Male,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
480,Person search,2022-02-25T00:00:00+00:00,,,51.430496000000005,-3.18745,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
481,Person search,2022-02-25T00:00:00+00:00,,,51.430496000000005,-3.18745,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,True,
482,Person search,2022-02-25T00:02:00+00:00,,,51.616127,-3.940872,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
483,Person search,2022-02-25T00:32:00+00:00,,,51.698539000000004,-3.424629,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
484,Person search,2022-02-25T05:58:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
485,Person search,2022-02-25T11:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
486,Person search,2022-02-25T11:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
487,Person search,2022-02-25T12:15:00+00:00,,,51.480131,-3.178616,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,
488,Person search,2022-02-25T12:18:22+00:00,,,51.484435999999995,-3.154387,Male,,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
489,Person search,2022-02-25T12:30:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
490,Person search,2022-02-25T12:39:00+00:00,,,51.630590999999995,-3.9535980000000004,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
491,Person search,2022-02-25T13:21:12+00:00,,,51.512049,-3.20107,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
492,Person search,2022-02-25T15:55:00+00:00,,,51.518237,-3.106845,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
493,Person search,2022-02-25T16:20:00+00:00,,,51.520538,-3.106929,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
494,Person search,2022-02-25T18:11:00+00:00,,,51.473769,-3.252792,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
495,Person search,2022-02-25T18:11:00+00:00,,,,,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
496,Person search,2022-02-25T18:15:00+00:00,,,51.487790000000004,-3.166225,Male,,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
497,Person search,2022-02-25T18:45:00+00:00,,,51.511511,-3.164367,Male,,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
498,Person search,2022-02-25T19:30:00+00:00,,,51.612204,-3.397299,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
499,Person search,2022-02-25T20:45:00+00:00,,,51.539103000000004,-3.1916740000000003,Male,,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,
500,Person search,2022-02-25T20:55:00+00:00,,,51.480529,-3.257196,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,False,
501,Person search,2022-02-25T21:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
502,Person search,2022-02-25T22:00:00+00:00,,,51.528114,-3.219728,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
503,Person search,2022-02-25T22:00:00+00:00,,,51.528114,-3.219728,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
504,Person search,2022-02-25T22:25:00+00:00,,,,,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
505,Person search,2022-02-25T22:30:00+00:00,,,51.478254,-3.200498,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,False,
506,Person search,2022-02-25T23:01:00+00:00,,,51.60989,-3.6528389999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
507,Person search,2022-02-25T23:08:00+00:00,,,,,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
508,Person search,2022-02-25T23:55:00+00:00,,,51.592149,-3.47399,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
509,Person search,2022-02-25T23:55:00+00:00,,,51.592149,-3.47399,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
